"Crop","State","Season","Area-2020-21","Area-2021-22","Area-2022-23","Area-2023-24","Area-2024-25","Production-2020-21","Production-2021-22","Production-2022-23","Production-2023-24","Production-2024-25","Yield-2020-21","Yield-2021-22","Yield-2022-23","Yield-2023-24","Yield-2024-25"
"Total Pulses","Nagaland","Total","40440.00","25897.00","32875.00","32449.00","34068.00","47140.96","30138.17","38590.23","38968.02","41127.03","1166.00","1164.00","1174.00","1201.00","1207.00"
"Total Pulses","Odisha","Kharif","401910.00","478430.00","485820.00","518812.00","255080.00","273646.58","277445.45","290902.20","310817.55","175047.18","681.00","580.00","599.00","599.00","686.00"
"Total Pulses","Odisha","Rabi","376880.00","392320.00","215730.00","215913.00","265460.00","157518.53","203830.72","135553.35","135702.21","214726.79","418.00","520.00","628.00","629.00","809.00"
"Total Pulses","Odisha","Summer","","","162990.00","231317.00","263400.00","","","68710.63","100312.43","126520.35","","","422.00","434.00","480.00"
"Total Pulses","Odisha","Total","778790.00","870750.00","864540.00","966042.00","783940.00","431165.11","481276.17","495166.18","546832.19","516294.32","554.00","553.00","573.00","566.00","659.00"
"Total Pulses","Puducherry","Kharif","11.00","4.00","21.00","31.00","6.00","11.00","4.00","20.00","34.01","6.90","1000.00","1000.00","952.00","1097.00","1150.00"
"Total Pulses","Puducherry","Rabi","1051.00","1078.00","515.00","615.00","412.00","397.10","510.83","381.91","621.22","444.90","378.00","474.00","742.00","1010.00","1080.00"
"Total Pulses","Puducherry","Summer","","","866.00","477.00","643.00","","","475.88","148.32","94.65","","","550.00","311.00","147.00"
"Total Pulses","Puducherry","Total","1062.00","1082.00","1402.00","1123.00","1061.00","408.10","514.83","877.79","803.55","546.45","384.00","476.00","626.00","716.00","515.00"
"Total Pulses","Punjab","Kharif","6400.00","5100.00","6300.00","5800.00","5660.00","5817.40","4095.00","4835.80","5150.50","4357.48","909.00","803.00","768.00","888.00","770.00"
"Total Pulses","Punjab","Rabi","25600.00","57500.00","5000.00","1930.00","1810.00","25257.80","71861.70","5168.00","2301.88","2069.63","987.00","1250.00","1034.00","1193.00","1143.00"
"Total Pulses","Punjab","Summer","","","21000.00","67550.00","29810.00","","","22680.00","61538.05","27246.34","","","1080.00","911.00","914.00"
"Total Pulses","Punjab","Total","32000.00","62600.00","32300.00","75280.00","37280.00","31075.20","75956.70","32683.80","68990.43","33673.45","971.00","1213.00","1012.00","916.00","903.00"
"Total Pulses","Rajasthan","Kharif","3994666.00","4122954.00","3522554.00","3646805.00","3708878.00","1928673.09","1308035.43","1745733.21","1341277.55","1842880.00","483.00","317.00","496.00","368.00","497.00"
"Total Pulses","Rajasthan","Rabi","2150783.00","2333748.00","1973027.00","1816791.00","1692988.00","2323343.62","2744960.41","1867936.52","1989281.01","2080591.00","1080.00","1176.00","947.00","1095.00","1229.00"
"Total Pulses","Rajasthan","Summer","","","2449.00","3308.00","4085.00","","","3275.06","4367.22","4430.00","","","1337.00","1320.00","1084.00"
"Total Pulses","Rajasthan","Total","6145449.00","6456702.00","5498030.00","5466904.00","5405951.00","4252016.71","4052995.83","3616944.79","3334925.78","3927901.00","692.00","628.00","658.00","610.00","727.00"
"Total Pulses","Sikkim","Kharif","5139.00","2851.00","2743.00","5259.00","5259.00","4952.70","2688.49","2589.39","5122.62","5122.62","964.00","943.00","944.00","974.00","974.00"
"Total Pulses","Sikkim","Rabi","","2430.00","2415.00","","","","2424.00","2410.17","","","","998.00","998.00","",""
"Total Pulses","Sikkim","Total","5139.00","5281.00","5158.00","5259.00","5259.00","4952.70","5112.49","4999.56","5122.62","5122.62","964.00","968.00","969.00","974.00","974.00"
"Total Pulses","Tamil Nadu","Kharif","197260.00","184460.00","177450.00","165710.00","188480.00","170186.99","150584.71","149262.04","128628.54","113837.61","863.00","816.00","841.00","776.00","604.00"
"Total Pulses","Tamil Nadu","Rabi","605650.00","617650.00","371470.00","376399.00","377130.00","302282.09","348399.92","237926.87","191764.84","193330.63","499.00","564.00","641.00","509.00","513.00"
"Total Pulses","Tamil Nadu","Summer","","","242210.00","174930.00","166590.00","","","116052.10","65596.44","56188.40","","","479.00","375.00","337.00"
"Total Pulses","Tamil Nadu","Total","802910.00","802110.00","791130.00","717039.00","732200.00","472469.08","498984.63","503241.01","385989.82","363356.64","588.00","622.00","636.00","538.00","496.00"
"Total Pulses","Telangana","Kharif","409700.00","370000.00","269000.00","208000.00","253030.00","296340.50","279042.00","229228.00","165505.00","227060.83","723.00","754.00","852.00","796.00","897.00"
"Total Pulses","Telangana","Rabi","182000.00","224000.00","174000.00","122000.00","100470.00","293406.00","296906.00","267973.00","195666.00","171728.21","1612.00","1325.00","1540.00","1604.00","1709.00"
"Total Pulses","Telangana","Total","591700.00","594000.00","443000.00","330000.00","353500.00","589746.50","575948.00","497201.00","361171.00","398789.04","997.00","970.00","1122.00","1094.00","1128.00"
"Total Pulses","Tripura","Kharif","15019.00","14326.00","11296.00","11290.00","11423.00","11318.75","10694.54","9072.25","9067.80","9277.84","754.00","747.00","803.00","803.00","812.00"
"Total Pulses","Tripura","Rabi","11126.00","9388.00","9432.00","9440.00","9701.00","8945.45","7567.74","8152.98","8160.78","8532.15","804.00","806.00","864.00","864.00","880.00"
"Total Pulses","Tripura","Summer","","","102.00","100.00","85.00","","","85.99","84.30","64.01","","","843.00","843.00","753.00"
"Total Pulses","Tripura","Total","26145.00","23714.00","20830.00","20830.00","21209.00","20264.20","18262.29","17311.22","17312.88","17874.00","775.00","770.00","831.00","831.00","843.00"
"Total Pulses","Uttar Pradesh","Kharif","843000.00","842000.00","950000.00","1178000.00","517500.00","595450.00","624246.00","617192.00","854266.00","370546.00","706.00","741.00","650.00","725.00","716.00"
"Total Pulses","Uttar Pradesh","Rabi","1537000.00","1587000.00","1686000.00","1727000.00","1522000.00","1880444.00","1995374.00","2130378.00","2148361.50","1969365.32","1223.00","1257.00","1264.00","1244.00","1294.00"
"Total Pulses","Uttar Pradesh","Summer","","","120000.00","138000.00","301000.00","","","94975.00","111888.00","291158.00","","","791.00","811.00","967.00"
"Total Pulses","Uttar Pradesh","Total","2380000.00","2429000.00","2756000.00","3043000.00","2340500.00","2475894.00","2619620.00","2842545.00","3114515.50","2631069.32","1040.00","1078.00","1031.00","1024.00","1124.00"
"Total Pulses","Uttarakhand","Kharif","43000.00","43000.00","41000.00","39174.00","39291.00","45383.00","49837.00","42079.00","38787.21","39995.57","1055.00","1159.00","1026.00","990.00","1018.00"
"Total Pulses","Uttarakhand","Rabi","20000.00","16000.00","21000.00","15600.00","9825.00","15923.00","13665.00","19453.00","12957.46","7985.46","796.00","854.00","926.00","831.00","813.00"
"Total Pulses","Uttarakhand","Summer","","","","46.00","94.00","","","","47.01","82.81","","","","1022.00","881.00"
"Total Pulses","Uttarakhand","Total","63000.00","59000.00","62000.00","54820.00","49210.00","61306.00","63502.00","61532.00","51791.68","48063.84","973.00","1076.00","992.00","945.00","977.00"
"Total Pulses","West Bengal","Kharif","75697.00","72892.00","72517.00","69716.00","69148.00","51446.00","51501.53","53820.09","52551.53","52278.45","680.00","707.00","742.00","754.00","756.00"
"Total Pulses","West Bengal","Rabi","389638.00","375828.00","315296.00","309301.00","299663.00","390466.85","338142.25","344388.19","324777.15","312573.39","1002.00","900.00","1092.00","1050.00","1043.00"
"Total Pulses","West Bengal","Summer","","","69328.00","63213.00","64400.00","","","52342.64","55627.44","56672.00","","","755.00","880.00","880.00"
"Total Pulses","West Bengal","Total","465335.00","448720.00","457141.00","442230.00","433211.00","441912.85","389643.78","450550.92","432956.12","421523.84","950.00","868.00","986.00","979.00","973.00"
"Total Pulses","All India","Kharif","13430341.10","14118990.88","12095064.20","11625380.80","11605824.56","8618224.17","8235030.25","7621440.04","6974071.15","7732501.06","642.00","583.00","630.00","600.00","666.00"
"Total Pulses","All India","Rabi","15352975.40","16612460.44","14633098.95","13739297.82","13407899.41","16844895.03","19066661.65","16358293.05","15197199.05","15232334.41","1097.00","1148.00","1118.00","1106.00","1136.00"
"Total Pulses","All India","Summer","","","2172997.00","2140606.57","2706551.49","","","2078542.88","2074599.25","2717694.19","","","957.00","969.00","1004.00"
"Total Pulses","All India","Total","28783316.50","30731451.32","28901160.15","27505285.19","27720275.46","25463119.20","27301691.91","26058275.98","24245869.45","25682529.66","885.00","888.00","902.00","881.00","926.00"
"Total Food Grains","Andaman And Nicobar Islands","Kharif","6299.10","6300.45","5337.19","4577.44","4365.20","13454.14","13457.52","10665.35","9617.65","8992.31","2136.00","2136.00","1998.00","2101.00","2060.00"
"Total Food Grains","Andaman And Nicobar Islands","Rabi","644.40","644.44","206.95","778.70","787.20","262.40","262.41","76.57","279.31","297.54","407.00","407.00","370.00","359.00","378.00"
"Total Food Grains","Andaman And Nicobar Islands","Total","6943.50","6944.89","5544.14","5356.14","5152.40","13716.53","13719.93","10741.92","9896.96","9289.85","1975.00","1976.00","1938.00","1848.00","1803.00"
"Total Food Grains","Andhra Pradesh","Kharif","1981000.00","2023000.00","1942000.00","1832107.00","2054000.00","4896066.00","4978153.00","5748153.00","5489786.53","6020878.68","2472.00","2461.00","2960.00","2996.00","2931.00"
"Total Food Grains","Andhra Pradesh","Rabi","2093500.00","1987000.00","1734000.00","1487536.00","1655000.00","6402973.50","6098364.00","6392531.00","4916439.68","5692172.02","3059.00","3069.00","3687.00","3305.00","3439.00"
"Total Food Grains","Andhra Pradesh","Summer","","","4000.00","3000.00","4000.00","","","8108.00","6324.00","8964.00","","","2027.00","2108.00","2241.00"
"Total Food Grains","Andhra Pradesh","Total","4074500.00","4010000.00","3680000.00","3322643.00","3713000.00","11299039.50","11076517.00","12148792.00","10412550.21","11722014.70","2773.00","2762.00","3301.00","3134.00","3157.00"
"Total Food Grains","Arunachal Pradesh","Kharif","207787.00","212836.00","214461.00","214630.00","217208.00","343524.82","352478.95","355976.17","356722.13","360200.08","1653.00","1656.00","1660.00","1662.00","1658.00"
"Total Food Grains","Arunachal Pradesh","Rabi","21254.00","22562.00","22611.00","22773.00","20635.10","33543.89","35764.07","36579.78","35668.17","32885.76","1578.00","1585.00","1618.00","1566.00","1594.00"
"Total Food Grains","Arunachal Pradesh","Total","229041.00","235398.00","237072.00","237403.00","237843.10","377068.71","388243.02","392555.95","392390.30","393085.84","1646.00","1649.00","1656.00","1653.00","1653.00"
"Total Food Grains","Assam","Kharif","2032609.00","2036716.00","2007000.00","2031829.00","1868525.00","4299428.38","3716335.77","4720726.50","4638992.41","3886211.38","2115.00","1825.00","2352.00","2283.00","2080.00"
"Total Food Grains","Assam","Rabi","525633.00","517800.00","147000.00","210671.00","217086.00","1188082.54","961347.01","118197.00","443542.99","486315.23","2260.00","1857.00","804.00","2105.00","2240.00"
"Total Food Grains","Assam","Summer","","","375000.00","394682.00","406208.00","","","1105875.00","1176865.17","1160871.12","","","2949.00","2982.00","2858.00"
"Total Food Grains","Assam","Total","2558242.00","2554516.00","2529000.00","2637182.00","2491819.00","5487510.91","4677682.78","5944798.50","6259400.57","5533397.74","2145.00","1831.00","2351.00","2374.00","2221.00"
"Total Food Grains","Bihar","Kharif","3207811.00","3254777.00","3030027.00","3307542.00","3421471.00","6892516.01","7855165.37","7366456.47","8363863.82","8758661.77","2149.00","2413.00","2431.00","2529.00","2560.00"
"Total Food Grains","Bihar","Rabi","3151615.00","3188997.00","2856389.00","3117884.00","3092469.00","8490069.85","9162990.66","9680895.13","11479707.61","11532178.05","2694.00","2873.00","3389.00","3682.00","3729.00"
"Total Food Grains","Bihar","Summer","","","372291.00","400347.00","371898.00","","","1295299.17","1357187.16","1082425.09","","","3479.00","3390.00","2911.00"
"Total Food Grains","Bihar","Total","6359426.00","6443774.00","6258707.00","6825773.00","6885838.00","15382585.86","17018156.04","18342650.77","21200758.59","21373264.91","2419.00","2641.00","2931.00","3106.00","3104.00"
"Total Food Grains","Chandigarh","Kharif","88.00","91.00","91.00","94.00","94.00","464.00","476.88","349.73","448.24","338.00","5273.00","5240.00","3843.00","4768.00","3596.00"
"Total Food Grains","Chandigarh","Rabi","546.00","547.00","574.00","547.00","547.00","2457.00","2735.00","2695.22","2735.00","2735.00","4500.00","5000.00","4696.00","5000.00","5000.00"
"Total Food Grains","Chandigarh","Total","634.00","638.00","665.00","641.00","641.00","2921.00","3211.88","3044.95","3183.24","3073.00","4607.00","5034.00","4579.00","4966.00","4794.00"
"Total Food Grains","Chhattisgarh","Kharif","4156870.00","4084530.00","4071370.00","4094920.00","4163225.00","7599662.02","8504859.94","10290823.84","10126103.62","10798319.82","1828.00","2082.00","2528.00","2473.00","2594.00"
"Total Food Grains","Chhattisgarh","Rabi","647580.00","676390.00","626770.00","560200.00","562020.00","625860.48","518750.42","602637.52","493362.46","585849.51","966.00","767.00","961.00","881.00","1042.00"
"Total Food Grains","Chhattisgarh","Total","4804450.00","4760920.00","4698140.00","4655120.00","4725245.00","8225522.50","9023610.36","10893461.36","10619466.08","11384169.33","1712.00","1895.00","2319.00","2281.00","2409.00"
"Total Food Grains","Dadra And Nagar Haveli","Kharif","16698.00","16698.00","18628.00","18680.00","17200.00","34338.47","34208.47","37988.69","38030.19","34969.55","2056.00","2049.00","2039.00","2036.00","2033.00"
"Total Food Grains","Dadra And Nagar Haveli","Rabi","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"Total Food Grains","Dadra And Nagar Haveli","Total","16698.00","16698.00","18628.00","18680.00","17200.00","34338.47","34208.47","37988.69","38030.19","34969.55","2056.00","2049.00","2039.00","2036.00","2033.00"
"Total Food Grains","Daman And Diu","Kharif","1930.00","1930.00","","","","3553.37","3535.10","","","","1841.00","1832.00","","",""
"Total Food Grains","Daman And Diu","Rabi","0.00","0.00","","","","0.00","0.00","","","","0.00","0.00","","",""
"Total Food Grains","Daman And Diu","Total","1930.00","1930.00","","","","3553.37","3535.10","","","","1841.00","1832.00","","",""
"Total Food Grains","Delhi","Kharif","10468.00","10398.00","10077.00","9885.00","10340.00","28010.30","25618.08","25016.30","24542.00","25521.00","2676.00","2464.00","2483.00","2483.00","2468.00"
"Total Food Grains","Delhi","Rabi","19232.00","18142.00","17402.00","17275.00","17318.00","83778.80","81609.00","80881.50","80288.50","80415.00","4356.00","4498.00","4648.00","4648.00","4643.00"
"Total Food Grains","Delhi","Total","29700.00","28540.00","27479.00","27160.00","27658.00","111789.10","107227.08","105897.80","104830.50","105936.00","3764.00","3757.00","3854.00","3860.00","3830.00"
"Total Food Grains","Goa","Kharif","23440.00","23288.00","22569.00","23455.00","23878.00","61571.96","65579.01","62944.94","67784.95","51839.14","2627.00","2816.00","2789.00","2890.00","2171.00"
"Total Food Grains","Goa","Rabi","13077.00","12863.00","12549.00","12907.00","12564.00","29516.92","27873.78","28624.61","30740.23","28275.52","2257.00","2167.00","2281.00","2382.00","2251.00"
"Total Food Grains","Goa","Total","36517.00","36151.00","35118.00","36362.00","36442.00","91088.88","93452.79","91569.55","98525.18","80114.66","2494.00","2585.00","2607.00","2710.00","2198.00"
"Total Food Grains","Gujarat","Kharif","2078130.00","2128190.00","1812420.00","1784120.00","1692360.00","3845240.89","4055247.39","3488959.10","3484221.72","3175066.78","1850.00","1905.00","1925.00","1953.00","1876.00"
"Total Food Grains","Gujarat","Rabi","2152160.00","2466850.00","1992118.00","2053180.00","2351144.00","5128687.13","6075405.21","5089890.24","5234988.45","5871554.96","2383.00","2463.00","2555.00","2550.00","2497.00"
"Total Food Grains","Gujarat","Summer","","","471980.00","492530.00","554370.00","","","1295758.21","1326149.70","1429430.76","","","2745.00","2693.00","2578.00"
"Total Food Grains","Gujarat","Total","4230290.00","4595040.00","4276518.00","4329830.00","4597874.00","8973928.02","10130652.60","9874607.55","10045359.87","10476052.50","2121.00","2205.00","2309.00","2320.00","2278.00"
"Total Food Grains","Haryana","Kharif","1982320.00","1874470.00","2109390.00","2143680.00","2248036.00","5844253.98","5820391.38","6355071.55","7184326.52","7399816.87","2948.00","3105.00","3013.00","3351.00","3292.00"
"Total Food Grains","Haryana","Rabi","2612820.00","2351300.00","2368080.00","2394475.00","2426390.00","12465244.88","10509288.98","11004774.92","11250242.84","11493684.76","4771.00","4470.00","4647.00","4698.00","4737.00"
"Total Food Grains","Haryana","Summer","","","44867.00","6100.00","9040.00","","","33605.38","4758.00","8461.44","","","749.00","780.00","936.00"
"Total Food Grains","Haryana","Total","4595140.00","4225770.00","4522337.00","4544255.00","4683466.00","18309498.86","16329680.36","17393451.85","18439327.36","18901963.07","3985.00","3864.00","3846.00","4058.00","4036.00"
"Total Food Grains","Himachal Pradesh","Kharif","358149.00","360727.00","341462.00","341467.00","349239.00","894469.83","997640.30","827495.73","799299.66","856998.25","2497.00","2766.00","2423.00","2341.00","2454.00"
"Total Food Grains","Himachal Pradesh","Rabi","368876.00","350215.00","350204.00","347228.00","337241.00","641036.13","608879.32","651549.28","848235.84","711476.17","1738.00","1739.00","1860.00","2443.00","2110.00"
"Total Food Grains","Himachal Pradesh","Total","727025.00","710942.00","691666.00","688695.00","686480.00","1535505.96","1606519.62","1479045.00","1647535.50","1568474.41","2112.00","2260.00","2138.00","2392.00","2285.00"
"Total Food Grains","Jammu And Kashmir","Kharif","592749.00","585545.00","586047.00","596864.00","597126.00","1107774.07","1088420.68","1170716.16","1252539.78","1252888.08","1869.00","1859.00","1998.00","2099.00","2098.00"
"Total Food Grains","Jammu And Kashmir","Rabi","249141.00","291470.00","292421.00","292425.00","292425.00","487173.98","590049.08","592003.49","592004.29","592004.21","1955.00","2024.00","2024.00","2024.00","2024.00"
"Total Food Grains","Jammu And Kashmir","Total","841890.00","877015.00","878468.00","889289.00","889551.00","1594948.04","1678469.76","1762719.65","1844544.07","1844892.28","1894.00","1914.00","2007.00","2074.00","2074.00"
"Total Food Grains","Jharkhand","Kharif","2147599.00","2183688.00","1430608.00","1735035.00","2196697.00","3816708.96","4003566.64","2264217.91","2448878.15","3914801.22","1777.00","1833.00","1583.00","1411.00","1782.00"
"Total Food Grains","Jharkhand","Rabi","663424.00","649548.00","614165.00","603660.00","752404.00","1054984.46","997909.92","901433.79","908977.61","1126760.38","1590.00","1536.00","1468.00","1506.00","1498.00"
"Total Food Grains","Jharkhand","Total","2811023.00","2833236.00","2044773.00","2338695.00","2949101.00","4871693.42","5001476.56","3165651.70","3357855.76","5041561.60","1733.00","1765.00","1548.00","1436.00","1710.00"
"Total Food Grains","Karnataka","Kharif","5929000.00","5806400.00","5392000.00","5487000.00","6214000.00","11177264.00","10463796.40","10339005.00","10116716.00","11170267.00","1885.00","1802.00","1917.00","1844.00","1798.00"
"Total Food Grains","Karnataka","Rabi","2306105.00","2173900.00","1974000.00","1888000.00","1834000.00","3372804.30","3312742.10","2685698.00","2341297.00","2372445.00","1463.00","1524.00","1361.00","1240.00","1294.00"
"Total Food Grains","Karnataka","Summer","","","373000.00","96000.00","315000.00","","","1156100.00","318803.00","1088238.00","","","3099.00","3321.00","3455.00"
"Total Food Grains","Karnataka","Total","8235105.00","7980300.00","7739000.00","7471000.00","8363000.00","14550068.30","13776538.50","14180803.00","12776816.00","14630950.00","1767.00","1726.00","1832.00","1710.00","1749.00"
"Total Food Grains","Kerala","Kharif","157970.13","150693.00","50794.00","46361.48","41846.49","470628.68","342392.02","137639.40","117940.23","110506.90","2979.00","2272.00","2710.00","2544.00","2641.00"
"Total Food Grains","Kerala","Rabi","49693.87","46961.00","72520.00","73584.34","69557.87","165748.91","146882.68","226199.71","197132.27","209840.15","3335.00","3128.00","3119.00","2679.00","3017.00"
"Total Food Grains","Kerala","Summer","","","70203.00","63815.80","66693.38","","","234182.54","186793.89","197220.35","","","3336.00","2927.00","2957.00"
"Total Food Grains","Kerala","Total","207664.00","197654.00","193517.00","183761.62","178097.74","636377.59","489274.70","598021.65","501866.39","517567.40","3064.00","2475.00","3090.00","2731.00","2906.00"
"Total Food Grains","Ladakh","Kharif","1220.00","1216.78","1160.80","1160.00","1360.10","1095.00","1095.10","926.24","926.00","1116.72","898.00","900.00","798.00","798.00","821.00"
"Total Food Grains","Ladakh","Rabi","10466.00","14370.02","14662.02","14660.00","14310.70","10865.29","28974.61","24116.28","24113.28","27673.33","1038.00","2016.00","1645.00","1645.00","1934.00"
"Total Food Grains","Ladakh","Total","11686.00","15586.80","15822.82","15820.00","15670.80","11960.29","30069.71","25042.52","25039.28","28790.05","1023.00","1929.00","1583.00","1583.00","1837.00"
"Total Food Grains","Lakshadweep","Kharif","","0.00","","","","","0.00","","","","","0.00","","",""
"Total Food Grains","Lakshadweep","Rabi","","0.00","","","","","0.00","","","","","0.00","","",""
"Total Food Grains","Lakshadweep","Total","","0.00","","","","","0.00","","","","","0.00","","",""
"Total Food Grains","Madhya Pradesh","Kharif","5541000.00","5913000.00","6918800.00","6563220.00","7009000.00","9808186.00","11603999.00","13815591.00","13340895.78","16210066.00","1770.00","1962.00","1997.00","2033.00","2313.00"
"Total Food Grains","Madhya Pradesh","Rabi","9473000.00","10012100.00","10069000.00","10470000.00","10296688.00","23036046.00","27704325.70","26638371.00","26478679.00","28481610.00","2432.00","2767.00","2646.00","2529.00","2766.00"
"Total Food Grains","Madhya Pradesh","Summer","","","1275000.00","1250025.00","1577000.00","","","1478283.00","1648893.28","1939586.00","","","1159.00","1319.00","1230.00"
"Total Food Grains","Madhya Pradesh","Total","15014000.00","15925100.00","18262800.00","18283245.00","18882688.00","32844232.00","39308324.70","41932245.00","41468468.06","46631262.00","2188.00","2468.00","2296.00","2268.00","2470.00"
"Total Food Grains","Maharashtra","Kharif","5601110.00","5605680.00","4993400.00","4660210.00","5194520.00","8584810.18","8247280.32","8237665.75","6473461.24","9532740.17","1533.00","1471.00","1650.00","1389.00","1835.00"
"Total Food Grains","Maharashtra","Rabi","5744770.00","5978930.00","6076200.00","5792140.00","6194700.00","7181275.13","8409124.86","7938338.90","7426418.62","8223160.24","1250.00","1406.00","1306.00","1282.00","1327.00"
"Total Food Grains","Maharashtra","Summer","","","241100.00","317180.00","346100.00","","","549913.00","609006.08","712641.74","","","2281.00","1920.00","2059.00"
"Total Food Grains","Maharashtra","Total","11345880.00","11584610.00","11310700.00","10769530.00","11735320.00","15766085.31","16656405.18","16725917.65","14508885.94","18468542.15","1390.00","1438.00","1479.00","1347.00","1574.00"
"Total Food Grains","Manipur","Kharif","54110.00","25320.00","9880.00","9290.00","174904.00","127503.43","55104.33","21801.43","19944.10","403501.50","2356.00","2176.00","2207.00","2147.00","2307.00"
"Total Food Grains","Manipur","Rabi","230600.00","232760.00","37370.00","36590.00","27216.00","569585.84","600106.19","50090.30","48337.70","39569.16","2470.00","2578.00","1340.00","1321.00","1454.00"
"Total Food Grains","Manipur","Summer","","","199140.00","181750.00","14720.00","","","371450.35","369379.80","55641.60","","","1865.00","2032.00","3780.00"
"Total Food Grains","Manipur","Total","284710.00","258080.00","246390.00","227630.00","216840.00","697089.27","655210.52","443342.08","437661.60","498712.26","2448.00","2539.00","1799.00","1923.00","2300.00"
"Total Food Grains","Meghalaya","Kharif","116235.00","117144.00","119065.00","119060.00","119060.00","278854.63","280391.51","270868.21","256269.38","270863.62","2399.00","2394.00","2275.00","2152.00","2275.00"
"Total Food Grains","Meghalaya","Rabi","21244.00","21303.00","20025.00","20030.00","20030.00","74480.05","74646.32","68330.20","68353.30","68353.30","3506.00","3504.00","3412.00","3413.00","3413.00"
"Total Food Grains","Meghalaya","Total","137479.00","138447.00","139090.00","139090.00","139090.00","353334.68","355037.83","339198.41","324622.68","339216.92","2570.00","2564.00","2439.00","2334.00","2439.00"
"Total Food Grains","Mizoram","Kharif","43429.00","42508.00","46381.00","31248.00","25727.34","75902.55","73101.94","58866.41","49932.07","43180.49","1748.00","1720.00","1269.00","1598.00","1678.00"
"Total Food Grains","Mizoram","Rabi","3050.00","3084.00","2930.00","2667.00","2196.20","4775.67","4801.02","4201.90","4940.90","3445.88","1566.00","1557.00","1434.00","1853.00","1569.00"
"Total Food Grains","Mizoram","Total","46479.00","45592.00","49311.00","33915.00","27923.54","80678.22","77902.96","63068.31","54872.97","46626.37","1736.00","1709.00","1279.00","1618.00","1670.00"
"Total Food Grains","Nagaland","Kharif","305400.00","183534.00","278230.00","282983.00","273027.00","516381.60","235320.38","478234.77","483964.76","462583.52","1691.00","1282.00","1719.00","1710.00","1694.00"
"Total Food Grains","Nagaland","Rabi","37200.00","14287.00","24104.00","23854.00","21987.00","53859.21","18067.20","35626.92","35347.69","31053.29","1448.00","1265.00","1478.00","1482.00","1412.00"
"Total Food Grains","Nagaland","Total","342600.00","197821.00","302334.00","306837.00","295014.00","570240.81","253387.58","513861.69","519312.45","493636.81","1664.00","1281.00","1700.00","1692.00","1673.00"
"Total Food Grains","Odisha","Kharif","4250690.00","4326630.00","4388930.00","4417961.00","3853445.00","8205672.92","8774506.91","7692005.86","7972992.14","8620684.62","1930.00","2028.00","1753.00","1805.00","2237.00"
"Total Food Grains","Odisha","Rabi","727770.00","695540.00","215950.00","216162.00","265760.00","1317891.57","1350688.50","135893.91","136173.82","215265.59","1811.00","1942.00","629.00","630.00","810.00"
"Total Food Grains","Odisha","Summer","","","501390.00","610657.00","694140.00","","","1244962.43","1323247.53","1561187.67","","","2483.00","2167.00","2249.00"
"Total Food Grains","Odisha","Total","4978460.00","5022170.00","5106270.00","5244780.00","4813345.00","9523564.49","10125195.41","9072862.20","9432413.49","10397137.88","1913.00","2016.00","1777.00","1798.00","2160.00"
"Total Food Grains","Puducherry","Kharif","4448.00","4376.00","4383.00","4313.00","3415.00","14750.34","12871.02","14373.16","13464.80","9468.74","3316.00","2941.00","3279.00","3122.00","2773.00"
"Total Food Grains","Puducherry","Rabi","14880.00","15915.00","10867.00","10928.00","9465.00","35951.46","44903.13","32859.58","32993.73","23258.46","2416.00","2821.00","3024.00","3019.00","2457.00"
"Total Food Grains","Puducherry","Summer","","","6012.00","5590.00","5379.00","","","19183.31","16059.98","15334.66","","","3191.00","2873.00","2851.00"
"Total Food Grains","Puducherry","Total","19328.00","20291.00","21262.00","20831.00","18259.00","50701.80","57774.15","66416.05","62518.51","48061.86","2623.00","2847.00","3124.00","3001.00","2632.00"
"Total Food Grains","Punjab","Kharif","3042600.00","3080500.00","3198350.00","3280000.00","3336160.00","13184808.40","13303753.00","13405659.65","14723715.50","14736734.49","4333.00","4319.00","4191.00","4489.00","4417.00"
"Total Food Grains","Punjab","Rabi","3561900.00","3587500.00","3544740.00","3522870.00","3518750.00","17233529.30","14948741.70","16807408.52","17758721.06","18013666.45","4838.00","4167.00","4742.00","5041.00","5119.00"
"Total Food Grains","Punjab","Summer","","","21000.00","67550.00","29810.00","","","22680.00","61538.05","27246.34","","","1080.00","911.00","914.00"
"Total Food Grains","Punjab","Total","6604500.00","6668000.00","6764090.00","6870420.00","6884720.00","30418337.70","28252494.70","30235748.17","32543974.61","32777647.28","4606.00","4237.00","4470.00","4737.00","4761.00"
"Total Food Grains","Rajasthan","Kharif","10116915.00","9618153.00","9882935.00","9546322.00","10030577.00","9905016.57","8021563.09","10045763.38","8990292.09","10741060.00","979.00","834.00","1016.00","942.00","1071.00"
"Total Food Grains","Rajasthan","Rabi","5439436.00","5129985.00","5113723.00","4858160.00","5227372.00","14377296.99","13641213.58","13716647.10","12831440.30","14777784.00","2643.00","2659.00","2682.00","2641.00","2827.00"
"Total Food Grains","Rajasthan","Summer","","","29614.00","34439.00","34424.00","","","46473.66","50115.34","52910.00","","","1569.00","1455.00","1537.00"
"Total Food Grains","Rajasthan","Total","15556351.00","14748138.00","15026272.00","14438921.00","15292373.00","24282313.56","21662776.67","23808884.14","21871847.73","25571754.00","1561.00","1469.00","1584.00","1515.00","1672.00"
"Total Food Grains","Sikkim","Kharif","54285.00","51784.00","48765.00","43078.00","43077.00","91229.47","88709.08","80135.02","68069.55","68067.76","1681.00","1713.00","1643.00","1580.00","1580.00"
